"","artist","title","sales_price","sold_dummy","low_estimate","high_estimate","signiture","height","width","surface","created","medium","auction_lot","auction_date","auction_location"
"4303","Chin Hsiao","Peace and Contemplation ¨C 2 (Diptych)",42840,1,19220,32030,"Signed and Dated",NA,NA,NA,"1975","Acrylic / Canvas","315","11/24/2019","1"
"4304","Chin Hsiao","Grande Soglia ¨C A (The Great Threshold - A)",19890,1,12810,19220,"Signed and Dated",65,93,6045,"1988-2010","Acrylic / Canvas","316","11/24/2019","1"
"4305","Chin Hsiao","Passage Through the Great Threshold ¨C 89",22950,1,19220,32030,"Signed and Dated",52,101,5252,"1991","Ink and acrylic / Paper","317","11/24/2019","1"
"4306","Chin Hsiao","Universe - 1",39780,1,32030,44840,NA,100,120.2,12020,"2003","Acrylic / Canvas","318","11/24/2019","1"
"4307","Chin Hsiao","Il Mio Amore nell'Universo (My Love in The Universe)",NA,0,51240,76860,"Signed and Dated",150,300,45000,"2007","Acrylic / Canvas","319","11/24/2019","1"
"4308","Teh-Chun Chu","le 10 mai 1995",76510,1,57650,96080,"Signed and Dated",32.5,50,1625,"1995","Acrylic on paper laid on canvas","323","11/24/2019","1"
"4309","Teh-Chun Chu","Diffractions alertes 2 (Alert diffractions 2)",NA,0,512400,640500,"Signed and Dated",130,97,12610,"1983-84","Oil / Canvas","325","11/24/2019","1"
"4310","Teh-Chun Chu","Atmosph¨¨re bleue V (Blue atmosphere V)",306020,1,192150,256200,"Signed and Dated",72.5,60.5,4386.25,"1988","Oil / Canvas","326","11/24/2019","1"
"4311","Chunxiang Zhao","Yin and Yang",48960,1,32030,57650,"Signed and Dated",136.5,69.5,9486.75,"1976","Ink and acrylic / Paper","338","11/24/2019","1"
"4312","Han Wu Shen","Untitled",26010,1,10250,15370,"Signed Lower Right",74.6,59.3,4423.78,NA,"Oil / Canvas","341","11/24/2019","1"
"4313","Han Wu Shen","Wedding Bed",12240,1,10250,15370,"Signed",100,100,10000,"2010","Oil / Canvas","342","11/24/2019","1"
"4314","Li Zhang","Young Girl in Blue",9180,1,7690,15370,"Signed and Dated",79,64,5056,"1994","Oil / Canvas","343","11/24/2019","1"
"4315","Pan-Yuan Wang","Lonely Bird",88750,1,12810,25620,"Signed Lower Right",45.4,53,2406.2,"1994","Oil / Canvas","345","11/24/2019","1"
"4316","Teng-Hiok Chiu","Untitled",42840,1,38430,64050,NA,100,127.3,12730,NA,"Oil / Canvas","346","11/24/2019","1"
"4317","Teng-Hiok Chiu","Untitled",3978,1,6410,12810,"Signed on Stretcher",50.8,71.1,3611.88,NA,"Oil / Canvas","347","11/24/2019","1"
"4318","Pang Jiun","Butterfly, Bee & Flowers",61200,1,48680,87110,"Signed and Dated",96,128.8,12364.8,"2019","Oil / Canvas","349","11/24/2019","1"
"4319","Pang Jiun","Vegetable Market",42840,1,20500,33310,"Signed and Dated",73,60,4380,"2007","Oil / Canvas","350","11/24/2019","1"
"4320","Luis Chan","Untitled (Sea of Mystery)",10710,1,4483,7050,"Signed and Dated",130.5,78.5,10244.25,"1986","Acrylic / Canvas","358","11/24/2019","1"
"4321","Walasse Ting","Peach Blossom and Willow Giggling Together",99460,1,61490,87110,"Signed and Dated",101.5,153,15529.5,"1974","Oil and acrylic / Canvas","372","11/24/2019","1"
"4322","Walasse Ting","Love Me, Love Me",114760,1,102480,153720,"Signed and Dated",153,213,32589,"1973","Acrylic and pastel / Canvas","373","11/24/2019","1"
"4323","Walasse Ting","Shy Girl",33660,1,10250,20500,"Artist's Seal",88.5,95.5,8451.75,NA,"Ink and acrylic / Paper","374","11/24/2019","1"
"4324","Walasse Ting","Cleopatra and Camaraman",22950,1,19220,32030,"Signed and Dated",58.5,71,4153.5,"1963","Oil / Canvas","375","11/24/2019","1"
"4325","Kazuo Shiraga","Untitled",198910,1,102480,153720,"Signed and Dated",32,41,1312,"1965","Oil / Canvas","376","11/24/2019","1"
"4326","Kazuo Shiraga","Untitled",NA,0,256200,448350,"Signed Lower Right",95,78,7410,"1965","Oil / Canvas","377","11/24/2019","1"
"4327","Atsuko Tanaka","No. 25",24480,1,20500,33310,"Signed and Dated",24.4,19.3,470.92,"1971","Vinyl paint / Canvas","378","11/24/2019","1"
"4328","Sadamasa Motonaga","Work, No",64260,1,53800,76860,"Signed and Dated",66.4,92,6108.8,"1970-71","Acrylic / Canvas","379","11/24/2019","1"
"4329","Shozo Shimamoto","Untitled SHIM-46",58140,1,30740,43550,"Signed on Reverse",90,90,8100,"2010","Enamel / Canvas","380","11/24/2019","1"
"4330","Toshimitsu Imai","Untitled",33660,1,25620,44840,"Signed and Dated",60,81,4860,"1960-61","Oil / Canvas","383","11/24/2019","1"
"4331","Natsuyuki Nakanishi","White Wedge in the Sunlight",45900,1,16650,29460,NA,73,91,6643,"1987","Oil / Canvas","385","11/24/2019","1"
"4332","Yasuo Sumi","Akogare (Longing)",6120,1,5120,7690,"Signed Lower Right",33.2,24.3,806.76,"1990's","Acrylic / Canvas","386","11/24/2019","1"
"4333","Seund Ja Rhee","Nous Retournerons pour un Rameau",61200,1,51240,76860,"Signed and Dated",55,46,2530,"1966","Oil / Canvas","388","11/24/2019","1"
"4334","Sanghwa Chung","Untitled 81-4-1",91810,1,83270,108890,"Signed and Dated",92,73,6716,"1981","Acrylic / Canvas","394","11/24/2019","1"
"4335","Moon Sup Shim","The Presentation",53550,1,44840,70460,"Signed and Dated",162,131,21222,"2015","Acrylic / Canvas","396","11/24/2019","1"
"4336","Yayoi Kusama","Coffee Cup",426600,1,384300,512400,"Signed and Dated",53,45.5,2411.5,"1981","Acrylic / Canvas","402","11/24/2019","1"
"4337","Yayoi Kusama","Red Dots",336630,1,320250,448350,"Signed and Dated",91,72.7,6615.7,"1985","Acrylic / Canvas","403","11/24/2019","1"
"4338","Yayoi Kusama","End of the Fields",68860,1,64050,89670,"Signed and Dated",65.4,51,3335.4,"1977","Gouache , acrylic, ink and pastel / Paper","404","11/24/2019","1"
"4339","Yayoi Kusama","Infinity Nets (H.O.T.)",NA,0,256200,384300,"Signed and Dated",91,72.7,6615.7,"1988","Acrylic / Canvas","406","11/24/2019","1"
"4340","Liu Ye","Chorus",1381390,1,640500,1024800,"Signed and Dated",38,45,1710,"2000","Acrylic / Canvas","407","11/24/2019","1"
"4341","Xiaogang Zhang","Lost Dream: Being Carrying a Goat on its Head",61200,1,64050,89670,"Signed and Dated",31,26.7,827.7,"1987","Oil / Paper","409","11/24/2019","1"
"4342","Xiaogang Zhang","Comrade Series: Woman",183610,1,102480,153720,"Signed and Dated",40.5,30.5,1235.25,"1997","Oil / Canvas","410","11/24/2019","1"
"4343","Xiaogang Zhang","Bloodline Series: Child Sitting in a Wooden Chair No. 2",306020,1,256200,384300,"Signed and Dated",129,100,12900,"1997","Oil / Canvas","411","11/24/2019","1"
"4344","Fanzhi Zeng","Landscape",NA,0,512400,768600,"Signed and Dated",200,150,30000,"2005","Oil / Canvas","412","11/24/2019","1"
"4345","Nanxing Xie","Untitled No. 9",229520,1,256200,384300,"Signed and Dated",188,148.5,27918,"1998","Oil / Canvas","413","11/24/2019","1"
"4346","Shaobin Yang","No-20",NA,0,102480,153720,"Signed and Dated",259,180,46620,"2000","Oil / Canvas","414","11/24/2019","1"
"4347","Enli Zhang","Autumn Tree",183610,1,153720,230580,"Signed and Dated",250,200,50000,"2013","Acrylic / Canvas","416","11/24/2019","1"
"4348","KAWS","YOU (#5)",NA,0,230580,320250,"Signed and Dated",151,76.5,11551.5,"2017","Acrylic / Canvas","417","11/24/2019","1"
"4349","Josh Sperling and Sam Friedman","J&S#1 Part 15/32",15300,1,12810,25620,"Signed and Dated",36,123,4428,"2018","Acrylic / Canvas","419","11/24/2019","1"
"4350","Peter Halley","Red Horizontal Prison",61200,1,51240,64050,"Signed and Dated",99.5,132.2,13153.9,"2011","Acrylic , metallic acrylic, pearlescent acrylic and Roll-a-Tex / Canvas","420","11/24/2019","1"
"4351","Eddie Martinez","Untitled",321320,1,51240,70460,"Signed and Dated",91.4,121.7,11123.38,"2012","Oil and spray paint / Board","422","11/24/2019","1"
"4352","Eddie Martinez","Small Love Letter #1 (Sam's Business Notes)",382530,1,76860,102480,"Signed and Dated",182.9,152.4,27873.96,"2017","Oil , silkscreen ink, ink, acrylic and graphite / Canvas","423","11/24/2019","1"
"4353","Takashi Murakami","Antology",145360,1,57650,83270,"Signed and Dated",65,50,3250,"1998","Acrylic / Canvas on board","424","11/24/2019","1"
"4354","KAWS","UNTITLED",68860,1,57650,83270,"Signed and Dated",41,40.7,1668.7,"1999","Acrylic / Canvas","425","11/24/2019","1"
"4355","KAWS","UNTITLED",68860,1,57650,83270,"Signed and Dated",41,41,1681,"1999","Acrylic / Canvas","426","11/24/2019","1"
"4356","Tomoo Gokita","Think of Me with Kindness",153010,1,64050,102480,"Signed and Dated",53,45.5,2411.5,"2009","Acrylic and gouache / Canvas","427","11/24/2019","1"
"4357","Tomoo Gokita","Peanut Vendor",27540,1,23060,32030,"Signed and Dated",65.2,53,3455.6,"2011","Acrylic and gouache / Canvas","428","11/24/2019","1"
"4358","Tomoo Gokita","A Tooth",21420,1,15370,25620,"Signed and Dated",33.3,53,1764.9,"2011","Acrylic and gouache / Canvas","429","11/24/2019","1"
"4359","Daisuke Ohba","UROBOROS (Spectrum)",14540,1,7690,11530,"Signed and Dated",180,180,32400,"2008","Acrylic on cotton on wood panel","432","11/24/2019","1"
"4360","Tomoya Tsukamoto","Red Yellow Blue (Forest)",29070,1,23060,32030,"Signed and Dated",91,117,10647,"2013","Acrylic / Canvas","433","11/24/2019","1"
"4361","Tomoya Tsukamoto","Endless - 3",122410,1,51240,83270,"Signed and Dated",130.5,162,21141,"2019","Acrylic / Canvas","434","11/24/2019","1"
"4362","Jie Cui","Internet Bar",33660,1,12810,25620,"Signed and Dated",150,110,16500,"2014","Oil / Canvas","438","11/24/2019","1"
"4363","Fei Chen","Ping",91810,1,44840,70460,"Signed and Dated",100,150,15000,"2010","Acrylic / Canvas","439","11/24/2019","1"
"4364","Yuxing Huang","River Bubbles (2)",107110,1,44840,70460,"Signed and Dated",NA,NA,NA,"2014","Acrylic / Canvas","440","11/24/2019","1"
"4365","Jia Wei","Hens Can Also Fly into the Trees",30600,1,28180,35870,"Signed and Dated",200,160,32000,"2004","Acrylic / Canvas","441","11/24/2019","1"
"4366","Ke Chen","Summer Palace",110170,1,12810,19220,"Signed and Dated",99.8,129.1,12884.18,"2014","Oil / Canvas","442","11/24/2019","1"
"4367","Guangle Wang","071103",NA,0,89670,115290,"Signed and Dated",120,140,16800,"2007","Acrylic / Canvas","443","11/24/2019","1"
"4368","Weigang Gao","Vice 20130801",13770,1,7690,10250,"Signed and Dated",150,200,30000,"2013","Acrylic on canvas, mirror","446","11/24/2019","1"
"4369","Qing Li","Pinball (There are 11 differences in the two paintings) (Diptych)",33660,1,12810,25620,"Signed and Dated",NA,NA,NA,"2006","Oil / Canvas","447","11/24/2019","1"
"4370","Yang Zhao","The Beginning of Winter",33660,1,12810,19220,"Signed and Dated",200,150,30000,"2015","Oil and acrylic / Canvas","448","11/24/2019","1"
"4371","Qing Lu","Untitled",NA,0,51240,76860,NA,2025,83.5,169087.5,"2000","Acrylic / Silk","449","11/24/2019","1"
"4372","Oky Rey Montha","Verified #2",NA,0,8970,11530,"Signed and Dated",200,150,30000,"2019","Oil / Canvas","453","11/24/2019","1"
"4373","Suraji","Zaman Monyet Makan Roti (Era of Monkey Eating Bread)",16830,1,15370,23060,"Signed and Dated",195,250,48750,"2017","Oil and acrylic / Canvas","454","11/24/2019","1"
"4374","Annie Cabigting","Conditions of the Feminine",168310,1,33310,46120,NA,129.5,152,19684,"2019","Oil / Canvas","456","11/24/2019","1"
"4375","Geraldine Javier","The Erl King's Cage",61200,1,57650,83270,NA,183,244,44652,"2013","Oil / Canvas","457","11/24/2019","1"
"4376","Marina Cruz","Flower Garden with White Collar",22950,1,10250,15370,"Signed and Dated",122,91.5,11163,"2017","Oil / Canvas","458","11/24/2019","1"
"4377","Andres Barrioquinto","Colossal",29070,1,10250,15370,"Signed and Dated",122,152,18544,"2010","Oil / Canvas","459","11/24/2019","1"
"4378","David Chan","Can He Play Ball with Us?",NA,0,20500,33310,"Signed and Dated",140.5,200,28100,"2005","Oil / Canvas","460","11/24/2019","1"
"4379","Yeoh Choo Kuan","Windows 15",19890,1,12810,20500,"Signed and Dated",160,120,19200,"2017","Oil on linen on wooden frames","461","11/24/2019","1"
"4380","Ruben Pang","Building the Triad",13770,1,11530,19220,"Signed and Dated",192,140,26880,"2014","Oil , alkyd and retouching varnish on aluminum composite panel","463","11/24/2019","1"
"4381","Chatchai Puipia","...May you build a ladder to the stars And climb on every rung...",NA,0,102480,192150,NA,188,175,32900,"c. 1999","Oil / Linen","464","11/24/2019","1"
"4382","Chatchai Puipia","Starry Night",99460,1,44840,70460,NA,130,105,13650,"1994-96","Oil / Linen","465","11/24/2019","1"
"4383","Natee Utarit","Economy Lesson",36720,1,23060,35870,"Signed on Reverse",70.5,100.5,7085.25,"2011","Oil / Linen","467","11/24/2019","1"
"4384","Yoshitomo Nara","There Is No Place Like Home",602860,1,333060,448350,NA,41,50,2050,"1995","Acrylic / Canvas","468","11/24/2019","1"
"4385","Yoshitomo Nara","Rope Skipping",749760,1,448350,896700,"Signed and Dated",95,95,9025,"1995","Acrylic / Canvas","469","11/24/2019","1"
"4386","Kei Hiraga","Oiso Long Beach",42840,1,35870,44840,"Signed and Dated",130,162,21060,"1981","Acrylic / Canvas","471","11/24/2019","1"
"4387","Kei Hiraga","Tea Ceremony in the Yesterday's Hermitag - with Mr. Kagekiyo",16830,1,6410,10250,"Signed and Dated",38.2,45.5,1738.1,"1984","Acrylic / Canvas","472","11/24/2019","1"
"4388","Shinohara Ushio","Spider-Man",6120,1,7690,12810,"Signed",50.4,76,3830.4,"1978","Oil / Canvas","473","11/24/2019","1"
"4389","Keiichi Tanaami","Madly Dancing Goldfish",30600,1,35870,48680,"Signed and Dated",145.5,97,14113.5,"2006","Acrylic / Canvas","474","11/24/2019","1"
"4390","Ayako Rokkaku","Untitled",107110,1,25620,51240,"Signed and Dated",91,91,8281,"2006","Oil / Canvas","475","11/24/2019","1"
"4391","Ayako Rokkaku","Untitled",145360,1,25620,51240,"Signed and Dated",91,91,8281,"2007","Oil / Canvas","476","11/24/2019","1"
"4392","Shinya Sato","Snooze",33660,1,15370,23060,"Signed and Dated",60.5,60.5,3660.25,"2014","Oil / Canvas","477","11/24/2019","1"
"4393","Masaru Shichinohe","Invitation",70390,1,25620,38430,"Signed Lower Right",112,145.5,16296,"2009","Acrylic / Canvas","478","11/24/2019","1"
"4394","Hiroyuki Matsuura","Floating with Tide",30600,1,19220,32030,"Signed and Dated",130,97,12610,"2017","Acrylic / Canvas","480","11/24/2019","1"
"4395","Hiroyuki Matsuura","Maintenance (Diptych)",33660,1,30740,40990,"Signed and Dated",250,75,18750,"2006","Acrylic / Canvas","481","11/24/2019","1"
"4396","Tsang Kin Wah","MomFDad (pink & light blue on white)",8420,1,3843,6410,"Signed and Dated",122,91.5,11163,"2013","Acrylic and silkscreen / Canvas","484","11/24/2019","1"
"4397","Yacai Qiu","Untitled",NA,0,44840,57650,"Signed Lower Left",129.5,96,12432,NA,"Oil / Canvas","486","11/24/2019","1"
"4398","Yacai Qiu","Untitled",NA,0,44840,57650,"Signed Lower Left",120,81,9720,NA,"Oil / Canvas","487","11/24/2019","1"
"4399","Mi-Li-Tsun Nan","Laonong River",11480,1,8970,11530,NA,100,76.2,7620,"2017","Ink and acrylic / Canvas","853","11/25/2019","1"
"4400","Beihong Xu","Portrait of Mrs Lu Yun Tao (small draft)",229520,1,192150,384300,NA,38.5,26.5,1020.25,NA,"Oil / Canvas","1302","11/26/2019","1"
"4401","Sin-Kan Chris Hue","Haze, Doodood and Mui Mui in Shek O",110170,1,18590,30980,"Signed and Dated",120.5,160,19280,"2014","Oil / Canvas","101","07/10/2020","1"
"4402","Jonathan Chapline","The Room",107110,1,14870,24790,"Signed on Reverse",119.4,152.6,18220.44,"2019","Acrylic and vinyl paint / Panel","102","07/10/2020","1"
"4403","Javier Calleja","WHAT?",455970,1,37180,61970,"Signed and Dated",195,162,31590,"2018","Acrylic / Canvas","103","07/10/2020","1"
"4404","Joyce Marie Pensato","Mickey The Doudz",183610,1,86750,148720,"Signed and Dated",182.9,162.6,29739.54,"2017","Enamel and metallic paint / Linen","104","07/10/2020","1"
"4405","Liu Ye","Composition in Red, Yellow, and Blue",793820,1,495730,743600,"Signed and Dated",45,35,1575,"1995","Oil and acrylic / Canvas","105","07/10/2020","1"
"4406","Tetsuya Ishida","Rooftop Refugee",573490,1,247870,371800,NA,145.8,103.3,15061.14,"1996","Acrylic / Board","106","07/10/2020","1"
"4407","Ke Chen","1955.NEW YORK.29 YEARS OLD",441280,1,185900,309830,"Signed and Dated",200,130,26000,"2016","Oil / Canvas","107","07/10/2020","1"
"4408","Soo Pieng Cheong","Seated Girl",275420,1,74360,99150,"Signed and Dated",80.5,61,4910.5,"1952","Oil / Canvas","108","07/10/2020","1"
"4409","Leonard Tsuguharu Foujita","Nu de dos (Nude from the Back)",529420,1,495730,743600,"Signed and Dated",64.7,54,3493.8,"1924","Oil / Canvas","110","07/10/2020","1"
"4410","Kehinde Wiley","Sainte Lucie",130060,1,61970,80560,NA,183,152.5,27907.5,"2005","Acrylic / Canvas","111","07/10/2020","1"
"4411","Peter Saul","Two Napoleons Crossing the Alps",306020,1,111540,148720,"Signed and Dated",203.2,177.8,36128.96,"2015","Acrylic / Canvas","112","07/10/2020","1"
"4412","KAWS","MISSING",573490,1,470950,718810,"Signed and Dated",213.4,213.4,45539.56,"2017","Acrylic / Canvas","113","07/10/2020","1"
"4413","KAWS","NO GUARANTEES",602860,1,768390,1016250,"Signed and Dated",173,218.5,37800.5,"2012","Acrylic / Canvas","114","07/10/2020","1"
"4414","Eddie Martinez","Florida #2 (Mailbox Margie)",1014160,1,297440,470950,"Signed and Dated",190.5,243.8,46443.9,"2018","Oil , silkscreen ink, spray paint, enamel, and paper towel / Canvas","115","07/10/2020","1"
"4415","Yuxing Huang","Enlightening",1058230,1,123930,247870,"Signed and Dated",230,230,52900,"2016-2018","Acrylic / Canvas","116","07/10/2020","1"
"4416","Yoshitomo Nara","Mathematical Clich¨¦",NA,0,1920970,2540630,"Signed and Dated",180,284,51120,"2001","Acrylic on cotton mounted on FRP","119","07/10/2020","1"
"4417","Liu Ye","Mondrian in London",2806230,1,1487200,2726530,"Signed and Dated",150,150,22500,"2001","Oil / Canvas","120","07/10/2020","1"
"4418","Chang Yu Sanyu","Chrysanth¨¨mes blanches dans un pot bleu et blanc (White Chrysanthemum in a Blue and White Jardiniere)",23456030,1,7436000,9914670,"Signed Lower Right",110,60,6600,"1940s-1950s","Oil / Masonite","121","07/10/2020","1"
"4419","Chang Yu Sanyu","Rooster and Serpent",2659340,1,2726530,3965870,"Signed Lower Right",49,63.5,3111.5,NA,"Oil / Masonite","122","07/10/2020","1"
"4420","Adrien Jean Le Mayeur de Merpres","Temple de Bancal",485350,1,433770,557700,NA,75.5,90,6795,NA,"Oil / Canvas","123","07/10/2020","1"
"4421","Guanzhong Wu","Flowers",970090,1,495730,743600,"Signed and Dated",53,65,3445,"1992","Oil / Canvas","124","07/10/2020","1"
"4422","Lalan","Red and Blue",290720,1,111540,223080,NA,146,113.7,16600.2,"c. 1960s","Oil / Canvas","125","07/10/2020","1"
"4423","Wou-Ki Zao","23.3.68",5811370,1,2974400,4461600,"Signed and Dated",89,130,11570,"1968","Oil / Canvas","126","07/10/2020","1"
"4424","Wou-Ki Zao","18.11.66",14008500,1,8427470,10906140,"Signed and Dated",97,195,18915,"1966","Oil / Canvas","127","07/10/2020","1"
"4425","Wou-Ki Zao","Petite Ville Hollandaise (Dutch Town)",3981360,1,2478670,3718000,"Signed and Dated",65,92.5,6012.5,"1952","Oil / Canvas","128","07/10/2020","1"
"4426","Fernando Zobel de Ayala Montojo","Miraflores",229520,1,185900,309830,"Signed and Dated",51,71,3621,"1961","Oil / Canvas","130","07/10/2020","1"
"4427","Teh-Chun Chu","LE 8.12.1976",1043540,1,594880,842750,"Signed and Dated",161.7,126.8,20503.56,"1976","Oil / Canvas","131","07/10/2020","1"
"4428","Takashi Murakami","Posi Mushroom",720380,1,594880,842750,"Signed and Dated",178.4,139.7,24922.48,"2002","Acrylic / Canvas on board","133","07/10/2020","1"
"4429","Takashi Murakami","Homage to Francis Bacon (Study for Head of George Dyer (On Light Ground))",676310,1,396590,681630,"Signed and Dated",100,100,10000,"2018","Acrylic / Canvas","134","07/10/2020","1"
"4430","Adrian Ghenie","On the Road to Tarascon 2",4128250,1,3346200,4585540,"Signed and Dated",210,160,33600,"2013","Oil / Canvas","135","07/10/2020","1"
"4431","Wei Liu","We Love Nature",NA,0,1735070,2726530,"Signed and Dated",149.5,149.5,22350.25,"1999","Oil / Canvas","136","07/10/2020","1"
"4432","Aili Jia","Untitled",411910,1,173510,272650,"Signed and Dated",154,149,22946,"2014","Oil / Canvas","137","07/10/2020","1"
"4433","Kusama Affandi","Self-Portrait With A Statue",NA,0,309830,433770,"Signed and Dated",126,99,12474,"1978","Oil / Canvas","138","07/10/2020","1"
"4434","Manfong Lee","Family in Harmony",290720,1,247870,347010,"Signed and Dated",90.2,121.8,10986.36,"1959","Oil / Masonite","139","07/10/2020","1"
"4435","Hendra Gunawan","Minum Tuak (Drinking Palm Wine)",426600,1,347010,470950,"Signed and Dated",130,190,24700,"1980","Oil / Canvas","140","07/10/2020","1"
"4436","Wei Liu","East",168310,1,123930,148720,"Signed and Dated",120,120,14400,"2020","Oil / Canvas","144","07/10/2020","1"
"4437","Sean Scully","North Eagle",573490,1,495730,743600,"Signed and Dated",193.5,183.5,35507.25,"1983-84","Oil / Canvas","145","07/10/2020","1"
"4438","Jennifer Guidi","Untitled (Field SF #3) (Red and Lilac)",198910,1,111540,185900,"Signed and Dated",233.7,188,43935.6,"2015","Oil / Linen","146","07/10/2020","1"
"4439","Izumi Kato","Untitled",39780,1,2478,4956,"Signed and Dated",41,36.5,1496.5,"2002","Oil / Canvas","201","07/11/2020","1"
"4440","Genieve Figgis","Ladies in the Grass",229520,1,19830,32220,"Signed and Dated",59.7,79.7,4758.09,"2015","Acrylic / Canvas","202","07/11/2020","1"
"4441","Hajime Sorayama","Untitled",45900,1,6200,9910,"Signed and Dated",72.4,51.2,3706.88,"2001","Acrylic and pencil / Board","203","07/11/2020","1"
"4442","Katherine Bernhardt","Giant Philodendron with Toilet Paper",30600,1,12390,24780,NA,152.5,122,18605,"2016","Acrylic and spray paint / Canvas","205","07/11/2020","1"
"4443","Ayako Rokkaku","Magic Carpet",137710,1,18590,24780,"Signed and Dated",91.2,73,6657.6,"2007","Acrylic / Canvas","206","07/11/2020","1"
"4444","Atsushi Kaga","Orange Eaters (Remixed)",58140,1,7430,11150,"Signed and Dated",150.2,120.5,18099.1,"2015-2018","Oil and acrylic / Canvas","207","07/11/2020","1"
"4445","Nicolas Party","Portrait",321320,1,86740,123910,"Signed and Dated",80,54.5,4360,"2018","Pastel / Card","208","07/11/2020","1"
"4446","Madsaki","Corn",183610,1,49570,74350,"Signed and Dated",170,170,28900,"2017","Acrylic and aerosol / Canvas","209","07/11/2020","1"
"4447","Chang Yu Sanyu","Leopard",1337320,1,247830,371740,"Inscribed and Signed",10.5,21.3,223.65,"c. 1940s","Oil / Masonite","211","07/11/2020","1"
"4448","Guanzhong Wu","A Scene of Yunnan",881960,1,247830,371740,"Signed and Dated",45,38,1710,"1993","Oil / Canvas","212","07/11/2020","1"
"4449","Guanzhong Wu","A Scene of Beidaihe",1469520,1,433700,557610,"Signed and Dated",45,45,2025,"1976","Oil / Board","213","07/11/2020","1"
"4450","Gee Yun","Spring in Brooklyn Botanic Garden",382530,1,161090,223040,"Signed Lower Right",59,72,4248,"c. 1940s","Oil / Canvas on board","214","07/11/2020","1"
"4451","Yifei Chen","Late Afternoon (Suzhou 1984)",661620,1,148700,247830,"Signed and Dated",76.2,106.7,8130.54,"1984","Oil / Canvas","215","07/11/2020","1"
"4452","De-Jinn Shiy","Fishing Village",94870,1,22300,32220,"Signed and Dated",36.5,54.5,1989.25,"1960","Oil / Canvas","216","07/11/2020","1"
"4453","Fernando Zobel de Ayala Montojo","Interior con Nieto de Monet (Inside with Monet's Grandson)",114760,1,61960,86740,"Signed and Dated",81,100,8100,"1975","Oil / Canvas","218","07/11/2020","1"
"4454","Mauro Malang Santos","Trees",22950,1,18590,30980,"Signed and Dated",76,76,5776,"1980","Acrylic / Panel","219","07/11/2020","1"
"4455","Fernando Cueto Amorsolo","Fruit Market",183610,1,74350,99130,"Signed and Dated",63.5,89,5651.5,"1951","Oil / Canvas","220","07/11/2020","1"
"4456","Fernando Cueto Amorsolo","Tinikling Dance",114760,1,24780,37170,"Signed and Dated",55,70.5,3877.5,"1962","Oil / Canvas","221","07/11/2020","1"
"4457","Liu Ye","Wie Gemalt",1631100,1,346960,594790,"Signed and Dated",35,24,840,"1993","Acrylic and oil / Canvas","224","07/11/2020","1"
"4458","Wei Liu","Purple Air D1",544110,1,247830,309780,"Signed and Dated",180,220,39600,"2008","Oil / Canvas","225","07/11/2020","1"
"4459","Flo Brooks","Full of Sediment, Full of Doubt (2)",3672,1,4956,7430,"Signed and Dated",NA,NA,NA,"2017","Acrylic / Wood","227","07/11/2020","1"
"4460","Alec Egan","Flowers on Bookshelf",13770,1,4956,7430,NA,152.5,122,18605,"2017","Oil / Canvas","228","07/11/2020","1"
"4461","Eddie Martinez","Love Letter #16",470660,1,99130,148700,"Signed and Dated",243.8,190.5,46443.9,"2017","Oil , silkscreen ink, and enamel / Canvas","229","07/11/2020","1"
"4462","Tomoo Gokita","Banquet",119350,1,47090,68150,"Signed and Dated",55,44.5,2447.5,"2017","Acrylic and gouache / Canvas","232","07/11/2020","1"
"4463","Iwamoto Masakatsu","WRC (World Rally Championship)",21420,1,12390,18590,"Signed and Dated",65.4,49.8,3256.92,"2002","Acrylic / Canvas on board","233","07/11/2020","1"
"4464","Aya Takano","Star Building",13010,1,9910,14870,"Signed and Dated",53,45.5,2411.5,"2006","Acrylic / Canvas","234","07/11/2020","1"
"4465","Fanzhi Zeng","Class One Series No. 3",214220,1,123910,185870,"Signed and Dated",48,38,1824,"1996","Oil / Canvas","235","07/11/2020","1"
"4466","Fei Chen","Youth Series ¨C Male",237170,1,55760,80540,"Signed and Dated",170,130,22100,"2010","Acrylic / Canvas","237","07/11/2020","1"
"4467","Fei Chen","Little Cool",33660,1,9910,19830,"Signed and Dated",40,30,1200,"2011","Acrylic / Canvas","238","07/11/2020","1"
"4468","Ke Chen","Hero",45900,1,14870,19830,"Signed and Dated",50,50,2500,"2006","Oil / Canvas","239","07/11/2020","1"
"4469","Vu Cao Dam","Portrait of a Young Girl",88750,1,43370,55760,"Signed Lower Left",25,21,525,"c. 1933","Oil / Canvas","240","07/11/2020","1"
"4470","Vu Cao Dam","Les Deux Soeurs (The Two Sisters)",64260,1,27260,39650,"Signed and Dated",54,31.5,1701,"1957","Oil / Board","243","07/11/2020","1"
"4471","Walasse Ting","Come Sleep with Me",107110,1,86740,123910,"Signed and Dated",131,183,23973,"1980","Pastel , acrylic and pencil / Paper","247","07/11/2020","1"
"4472","Walasse Ting","Three Women with Parrots",42840,1,34700,47090,"Artist's Seal",175.3,94,16478.2,NA,"Ink and acrylic on rice paper stretched on canvas","248","07/11/2020","1"
"4473","Kei Hiraga","Tsujicho",39780,1,24780,37170,"Signed and Dated",130.5,161.8,21114.9,"1986","Acrylic / Canvas","249","07/11/2020","1"
