artist,title,online_dummy,sales_dollar,dummy_sold,low_estimate_dollar,high_estimate_dollar,signed,size_cm,edition,foundry,created,category,Medium,auction_lot,auction_date,auction_location
Keen Wong,AWAKENING GARDEN (FOUR WORKS),0,,0,5160,7740,Signed,,,,,Paintings,Acrylic / Canvas,286,4/4/16,Sotheby's Hong Kong
Jolly Koh,REFLECTIONS (DOUBLE-SIDED),0,3225,1,1290,1935,Signed and Dated,38.50cm x 28.00cm,,,1954,Works on Paper,Watercolor / Paper,287,4/4/16,Sotheby's Hong Kong
Keen Wong,ORANGE NUDE,0,,0,7740,11610,,178.00cm x 105.00cm,,,,Paintings,Acrylic / Canvas,288,4/4/16,Sotheby's Hong Kong
Yee Sun,(I) TRADITIONAL ARCHITECTURE (II) CHINESE OPERA,0,,0,9030,11610,,,,,,Paintings,Oil / Canvas,289,4/4/16,Sotheby's Hong Kong
Jolly Koh,SELF PORTRAIT IN STUDIO,0,6130,1,2580,3870,Signed and Dated,29.00cm x 23.00cm,,,1959,Mixed Media,Mixed Media / Paper,290,4/4/16,Sotheby's Hong Kong
Tay Bak Koi,DOOR DEITIES,0,77400,1,25800,38700,Signed,97.50cm x 118.00cm,,,,Paintings,Oil / Canvas,291,4/4/16,Sotheby's Hong Kong
Wenxi Chen,SAWMILL,0,96750,1,64500,90300,,61.00cm x 75.00cm,,,c. 1960's,Paintings,Oil / Masonite,292,4/4/16,Sotheby's Hong Kong
Soo Pieng Cheong,A KAYAN FAMILY,0,,0,58050,87720,Signed,68.50cm x 84.50cm,,,,Works on Paper,Ink and color / Paper,293,4/4/16,Sotheby's Hong Kong
Wenxi Chen,CHICKENS,0,64500,1,36120,49020,Signed,68.50cm x 68.50cm,,,,Works on Paper,Ink and color / Paper,294,4/4/16,Sotheby's Hong Kong
Wenxi Chen,GIBBONS,0,96750,1,90300,116100,Signed,177.00cm x 95.00cm,,,,Works on Paper,Ink and color / Paper,295,4/4/16,Sotheby's Hong Kong
Chua Mia Tee,WALL CARVING,0,4031,1,5160,7740,Signed and Dated,35.00cm x 45.00cm,,,1988,Works on Paper,Pencil and ink / Paper,296,4/4/16,Sotheby's Hong Kong
Ang Ah Tee,OPHIR ROAD,0,5160,1,5160,7740,Signed,37.50cm x 52.50cm,,,,Works on Paper,Watercolor / Paper,297,4/4/16,Sotheby's Hong Kong
Chin Sye Tong,MALAYSIAN FISHING VILLAGE,0,8870,1,5160,7740,Signed and Dated,86.00cm x 102.00cm,,,1996,Mixed Media,Mixed Media / Canvas,298,4/4/16,Sotheby's Hong Kong
Cheng Hoe Lim,FISHERMAN'S HUTS - PONTIAN,0,8060,1,6450,9030,Signed,40.00cm x 52.50cm,,,1972,Works on Paper,Watercolor / Paper,299,4/4/16,Sotheby's Hong Kong
Romeo Villalva Tabuena,MAN WITH COCKEREL,0,8060,1,7740,10320,Signed and Dated,86.00cm x 67.00cm,,,1965,Paintings,Acrylic / Board,300,4/4/16,Sotheby's Hong Kong
Romeo Villalva Tabuena,VENDORS,0,11290,1,9030,11610,Signed,95.50cm x 66.00cm,,,1958,Paintings,Acrylic / Masonite,301,4/4/16,Sotheby's Hong Kong
Kim Seng Ong,BALI,0,35480,1,28380,45150,Inscribed and Signed,100.00cm x 150.00cm,,,1995,Paintings,Oil / Canvas,302,4/4/16,Sotheby's Hong Kong
Romeo Villalva Tabuena,BUTTERFLY NET,0,,0,9030,11610,Signed and Dated,50.00cm x 95.00cm,,,1969,Paintings,Acrylic / Canvas,303,4/4/16,Sotheby's Hong Kong
Romeo Villalva Tabuena,BALLOON VENDOR,0,13710,1,7740,11610,Signed and Dated,65.00cm x 80.00cm,,,1970,Paintings,Acrylic / Canvas,304,4/4/16,Sotheby's Hong Kong
Carlos Modesto Villaluz Francisco,THE MANDALA BUILDERS,0,193500,1,15480,23220,Signed and Dated,56.50cm x 72.50cm,,,1960,Works on Paper,Watercolor / Paper,305,4/4/16,Sotheby's Hong Kong
Fernando Cueto Amorsolo,UNDER THE MANGO TREE,0,153190,1,28380,41280,Signed and Dated,62.00cm x 88.00cm,,,1950,Paintings,Oil / Canvas,306,4/4/16,Sotheby's Hong Kong
Fernando Cueto Amorsolo,LAVANDERAS (WOMEN BATHERS),0,153190,1,28380,41280,Signed and Dated,64.50cm x 90.00cm,,,1952,Paintings,Oil / Board,307,4/4/16,Sotheby's Hong Kong
Ben (Benedicto) Reyes Cabrera,MOTHER AND CHILD,0,30640,1,7740,10320,Signed and Dated,30.50cm x 26.50cm,,,1969,Mixed Media,Mixed Media / Paper,308,4/4/16,Sotheby's Hong Kong
Kiukok Ang,DOG SERIES,0,15320,1,10320,19350,Signed and Dated,30.50cm x 35.50cm,,,1982,Paintings,Oil / Canvas,309,4/4/16,Sotheby's Hong Kong
Kiukok Ang,PIETA,0,67730,1,32250,45150,Signed and Dated,61.00cm x 61.00cm,,,1981,Paintings,Oil / Canvas,310,4/4/16,Sotheby's Hong Kong
Romeo Villalva Tabuena,VILLAGE SCENE,0,22580,1,9030,11610,Signed and Dated,66.00cm x 96.50cm,,,1964,Paintings,Oil / Masonite,311,4/4/16,Sotheby's Hong Kong
Romeo Villalva Tabuena,MAN WITH ROOSTER,0,20960,1,7740,10320,Signed and Dated,84.00cm x 54.50cm,,,1966,Paintings,Acrylic / Masonite,312,4/4/16,Sotheby's Hong Kong
Kim Seng Ong,BHAKTAPUR MAIN STREET,0,,0,25800,36120,Inscribed and Signed,80.00cm x 112.00cm,,,,Paintings,Oil / Canvas,313,4/4/16,Sotheby's Hong Kong
Alfonso A Ossorio,UNTITLED,0,48380,1,16130,23870,Signed on Reverse,64.50cm x 50.50cm,,,,Mixed Media,Mixed Media / Paper,315,4/4/16,Sotheby's Hong Kong
Federico Aguilar Alcuaz,COMPOSITION: FOUR BIRDS,0,67730,1,28380,49020,Signed and Dated,95.00cm x 75.00cm,,,1963,Paintings,Oil / Canvas,316,4/4/16,Sotheby's Hong Kong
Ben (Benedicto) Reyes Cabrera,DRAPES,0,32250,1,6450,9030,Signed and Dated,37.00cm x 32.50cm,,,1971,Mixed Media,Mixed Media / Paper,317,4/4/16,Sotheby's Hong Kong
Ben (Benedicto) Reyes Cabrera,STILL LIFE,0,6450,1,5160,7740,Signed and Dated,24.50cm x 24.50cm,,,1970,Works on Paper,Ink / Paper,318,4/4/16,Sotheby's Hong Kong
Lian Ben Lao,TRYST,0,48380,1,18060,28380,Signed and Titled,99.50cm x 124.50cm,,,1976,Paintings,Acrylic / Board,320,4/4/16,Sotheby's Hong Kong
Abdul Latiff Mohidin,SELF PORTRAIT WITH LANDSCAPES (A SET OF THREE),0,6770,1,1935,3225,,,,,,Works on Paper,Ink / Paper,321,4/4/16,Sotheby's Hong Kong
Abdul Latiff Mohidin,RAWANG 95-6,0,,0,1290,1935,Signed and Titled,22.00cm x 15.00cm,,,1995,Works on Paper,Crayon and watercolor / Paper,322,4/4/16,Sotheby's Hong Kong
Abdul Latiff Mohidin,RAWANG 95-1,0,,0,1290,1935,Signed and Titled,20.00cm x 25.50cm,,,1995,Works on Paper,Crayon and watercolor / Paper,323,4/4/16,Sotheby's Hong Kong
Soo Pieng Cheong,UNTITLED,0,,0,232200,322500,Signed,100.00cm x 146.50cm,,,,Paintings,Oil / Canvas,327,4/4/16,Sotheby's Hong Kong
Awang Damit Ahmad,"PAYARAMA ""DARI DALAMAN"" (PAYARAMA ""FROM WITHIN"")",0,45150,1,36120,49020,Signed and Titled,167.50cm x 243.50cm,,,2014/15,Mixed Media,Mixed Media / Canvas,328,4/4/16,Sotheby's Hong Kong
Arturo Luz,MAYA,0,14510,1,11610,19350,Signed,122.00cm x 91.50cm,,,,Mixed Media,Acrylic collage / Board,329,4/4/16,Sotheby's Hong Kong
Abdul Latiff Mohidin,IMAGO,0,112880,1,58050,87720,Signed and Dated,86.50cm x 69.50cm,,,1968,Paintings,Oil / Canvas,331,4/4/16,Sotheby's Hong Kong
Abdul Latiff Mohidin,WETLANDS,0,,0,1290,1935,Signed and Titled,24.00cm x 30.50cm,,,1996,Works on Paper,Ink / Paper,332,4/4/16,Sotheby's Hong Kong
Soo Pieng Cheong,ABSTRACT LANDSCAPE,0,38700,1,25800,38700,Signed,65.50cm x 59.00cm,,,,Paintings,Oil and acrylic / Paper,334,4/4/16,Sotheby's Hong Kong
Soo Pieng Cheong,WOMEN PLANTING RICE,0,,0,61920,100620,Signed,84.00cm x 107.00cm,,,,Paintings,Oil / Canvas,335,4/4/16,Sotheby's Hong Kong
Wenxi Chen,HERONS,0,,0,20640,32250,Signed,138.00cm x 34.50cm,,,,Works on Paper,Ink and color / Paper,336,4/4/16,Sotheby's Hong Kong
Wenxi Chen,CRANES,0,,0,58050,87720,Signed,137.00cm x 68.50cm,,,,Works on Paper,Ink and color / Paper,337,4/4/16,Sotheby's Hong Kong
Teng Nee Cheong,A WARRIOR'S BOUQUET,0,4837,1,5160,7740,Signed,79.50cm x 58.50cm,,,1991,Mixed Media,Mixed Media / Paper,338,4/4/16,Sotheby's Hong Kong
Wee Shoo Leong,PROSPERITY,0,,0,9030,11610,Signed and Dated,64.00cm x 76.80cm,,,1996,Paintings,Acrylic / Canvas,339,4/4/16,Sotheby's Hong Kong
Chuah Thean Teng,TWO WOMEN,0,12900,1,6450,9030,Signed,101.50cm x 61.00cm,,,,Other,Batik on cloth fixed onto cardboard,340,4/4/16,Sotheby's Hong Kong
Chuah Thean Teng,MARKET SCENE,0,37090,1,10320,19350,Signed,118.00cm x 263.00cm,,,,Paintings,Batik on cloth fixed onto paper laid on panel,341,4/4/16,Sotheby's Hong Kong
Arie Smit,TWO BALINESE LANDSCAPES,0,24190,1,10320,19350,Inscribed and Signed,,,,1960,Paintings,Oil / Canvas,342,4/4/16,Sotheby's Hong Kong
Arie Smit,TREES,0,9680,1,7740,10320,Signed,24.00cm x 30.00cm,,,,Paintings,Oil / Paper,343,4/4/16,Sotheby's Hong Kong
Theo Meier,PORTRAIT OF A WOMAN,0,32250,1,25800,38700,Signed and Dated,68.00cm x 49.00cm,,,1950,Paintings,Oil / Canvas,345,4/4/16,Sotheby's Hong Kong
Theo Meier,BALINESE VILLAGE,0,,0,20640,32250,,60.00cm x 70.00cm,,,,Paintings,Oil / Canvas,346,4/4/16,Sotheby's Hong Kong
Hans Snel,PROCESSION,0,,0,9680,12260,Signed and Dated,60.00cm x 50.00cm,,,1958,Paintings,Oil / Canvas,347,4/4/16,Sotheby's Hong Kong
Hans Snel,BALINESE VENDORS,0,,0,20640,32250,Inscribed and Signed,70.50cm x 50.00cm,,,1976,Paintings,Oil / Canvas,348,4/4/16,Sotheby's Hong Kong
Emil Rizek,TWO INDONESIAN MEN,0,,0,3870,6450,Signed and Dated,37.50cm x 50.00cm,,,1930,Paintings,Oil / Paper on board,349,4/4/16,Sotheby's Hong Kong
Arie Smit,PEMANDANGAN PURA (TEMPLE VIEW),0,141900,1,51600,77400,Inscribed and Signed,92.00cm x 60.00cm,,,c. 1967,Paintings,Oil / Canvas,351,4/4/16,Sotheby's Hong Kong
Theo Meier,ODALAN DI PURE (OFFERINGS IN THE GARDEN),0,24190,1,19350,32250,Inscribed and Signed,39.00cm x 54.50cm,,,1943,Paintings,Oil / Canvas,352,4/4/16,Sotheby's Hong Kong
Emil Rizek,BALINESE TEMPLE,0,,0,3225,4515,Signed,49.00cm x 32.00cm,,,,Paintings,Oil / Cardboard,353,4/4/16,Sotheby's Hong Kong
Theo Meier,RECLINING NUDE,0,33860,1,28380,45150,Signed and Dated,79.00cm x 118.00cm,,,1972,Paintings,Oil / Canvas,354,4/4/16,Sotheby's Hong Kong
Adrien Jean Le Mayeur de Merpres,BALINESE MAIDENS,0,24190,1,19350,25800,Signed,48.50cm x 62.00cm,,,,Mixed Media,Mixed Media / Paper,355,4/4/16,Sotheby's Hong Kong
Adrien Jean Le Mayeur de Merpres,TWO WEAVERS,0,,0,11610,19350,Signed,39.50cm x 58.50cm,,,,Works on Paper,"Charcoal, crayon and pastel / Paper",356,4/4/16,Sotheby's Hong Kong
Miguel Covarrubias,SWIMMING NYMPHS,0,,0,51600,77400,,29.00cm x 23.50cm,,,,Works on Paper,Watercolor and gouache / Paper,357,4/4/16,Sotheby's Hong Kong
Adrien Jean Le Mayeur de Merpres,STREET IN AN AFRICAN TOWN,0,,0,45150,70950,Signed,75.50cm x 90.00cm,,,,Paintings,Oil / Canvas,358,4/4/16,Sotheby's Hong Kong
Arie Smit,THE PROCESSION,0,6450,1,5160,7740,Signed and Dated,27.00cm x 37.00cm,,,2007,Paintings,Oil / Canvas,359,4/4/16,Sotheby's Hong Kong
Romualdo Battista Federico Locatelli,PORTRAIT OF A NUDE,0,56440,1,51600,77400,Signed,98.00cm x 192.50cm,,,,Paintings,Oil / Canvas on board,360,4/4/16,Sotheby's Hong Kong
Adrien Jean Le Mayeur de Merpres,PORTRAIT OF NI POLLOCK,0,,0,12900,19350,Signed,47.50cm x 63.00cm,,,,Works on Paper,Chalk and pastel / Paper,361,4/4/16,Sotheby's Hong Kong
Adrien Jean Le Mayeur de Merpres,PORTRAIT OF NI POLLOCK WEAVING,0,16130,1,15480,23220,Signed,47.00cm x 62.00cm,,,,Works on Paper,Chalk and pastel / Paper,362,4/4/16,Sotheby's Hong Kong
Romualdo Battista Federico Locatelli,YOUNG GIRL,0,,0,38700,64500,Signed and Dated,94.50cm x 87.50cm,,,1938,Paintings,Oil / Canvas on board,363,4/4/16,Sotheby's Hong Kong
Willem Gerard Hofker,FLOWER STILL LIFE,0,,0,25800,38700,Signed and Dated,55.00cm x 66.50cm,,,1952,Paintings,Oil / Canvas,364,4/4/16,Sotheby's Hong Kong
Adrien Jean Le Mayeur de Merpres,VENICE,0,12900,1,9030,11610,Signed,21.50cm x 26.50cm,,,,Paintings,Oil / Board,365,4/4/16,Sotheby's Hong Kong
Adrien Jean Le Mayeur de Merpres,GATE OF THE FERME ROSE,0,,0,38700,64500,Signed,90.00cm x 75.00cm,,,,Paintings,Oil / Canvas,366,4/4/16,Sotheby's Hong Kong
Theo Meier,EIGHT HARVESTING FARMERS,0,16130,1,15480,23220,Signed and Dated,56.00cm x 43.00cm,,,1948,Paintings,Oil / Canvas,367,4/4/16,Sotheby's Hong Kong
Arie Smit,TOWN OF BANDUNG,0,56440,1,45150,70950,Signed,49.50cm x 59.50cm,,,c. 1952,Paintings,Oil / Canvas,368,4/4/16,Sotheby's Hong Kong
Adrien Jean Le Mayeur de Merpres,NI POLLOCK,0,,0,15480,23220,Signed,48.00cm x 64.00cm,,,,Mixed Media,Mixed Media / Paper,369,4/4/16,Sotheby's Hong Kong
Hans Snel,PORTRAIT OF A BALINESE LADY,0,4031,1,3225,4515,Signed and Dated,31.00cm x 26.00cm,,,1959,Paintings,Oil / Canvas,370,4/4/16,Sotheby's Hong Kong
Adrien Jean Le Mayeur de Merpres,TWO BALINESE WOMEN,0,,0,19350,25800,Signed,57.50cm x 38.00cm,,,,Mixed Media,Mixed Media / Paper,371,4/4/16,Sotheby's Hong Kong
Antonio Maria Blanco,PORTRAIT,0,,0,19350,32250,Inscribed and Signed,50.00cm x 40.00cm,,,,Paintings,Oil / Canvas,372,4/4/16,Sotheby's Hong Kong
Hans Snel,MOTHER AND CHILD,0,,0,6450,9030,Signed and Dated,55.00cm x 55.00cm,,,1962,Paintings,Oil / Canvas,373,4/4/16,Sotheby's Hong Kong
Rudolf Bonnet,MADE,0,,0,7740,11610,Signed and Titled,51.00cm x 38.00cm,,,1975,Works on Paper,Charcoal and conté crayon / Paper,374,4/4/16,Sotheby's Hong Kong
Adrien Jean Le Mayeur de Merpres,(I) SKETCH OF A COW (II) SKETCH OF A COW IN THE WOODS (III) STUDY OF NI POLLOK SITTING (IV) PORTRAIT OF NI POLLOK,0,12900,1,10320,15480,,,,,,Works on Paper,Charcoal and pastel / Paper,375,4/4/16,Sotheby's Hong Kong
Hendra Gunawan,LANDSCAPE,0,970080,1,258000,387000,Signed and Dated,150.00cm x 300.00cm,,,1978,Paintings,Oil / Canvas,376,4/4/16,Sotheby's Hong Kong
Kusama Affandi,THE BRIDGE,0,129000,1,103200,193500,Signed and Dated,99.00cm x 128.00cm,,,1976,Paintings,Oil / Canvas,377,4/4/16,Sotheby's Hong Kong
Barli Sasmitawinata,PENJUAL AYAM (CHICKEN SELLER),0,9680,1,7740,11610,Signed,105.00cm x 125.00cm,,,,Paintings,Oil / Canvas,378,4/4/16,Sotheby's Hong Kong
Popo Iskandar,TWO DANCERS,0,14510,1,11610,19350,Signed and Dated,100.00cm x 90.00cm,,,1975,Paintings,Oil / Canvas,379,4/4/16,Sotheby's Hong Kong
Hendra Gunawan,MOTHER AND CHILDREN WITH TOPENG,0,474720,1,180600,283800,Signed and Dated,150.00cm x 70.00cm,,,1977,Paintings,Oil / Canvas,380,4/4/16,Sotheby's Hong Kong
Kusama Affandi,MATADOR,0,,0,100620,126420,Signed and Dated,77.00cm x 90.00cm,,,1962,Paintings,Oil / Canvas,381,4/4/16,Sotheby's Hong Kong
Galam Zulkifli,UNTITLED,0,,0,3870,6450,Signed and Dated,200.00cm x 140.00cm,,,2007,Paintings,Acrylic / Canvas,382,4/4/16,Sotheby's Hong Kong
Heri Dono,REFORMASI MAHABHARATA (THE MAHABHARATA REFORM),0,14510,1,6450,9030,Signed,150.00cm x 200.00cm,,,,Paintings,Acrylic / Canvas,383,4/4/16,Sotheby's Hong Kong
Awiki,STILL LIFE,0,12580,1,3870,6450,Signed and Dated,130.00cm x 150.00cm,,,2004,Paintings,Oil / Canvas,384,4/4/16,Sotheby's Hong Kong
Gusti Agung Mangu Putra,DIALOG SENJA (TWILIGHT DIALOGUE),0,22580,1,9030,11610,Signed and Dated,125.00cm x 210.00cm,,,2007,Paintings,Oil / Canvas,385,4/4/16,Sotheby's Hong Kong
Agus Djaya,KERETA KUDA (HORSE-DRAWN CARRIAGE),0,12900,1,6450,9030,Signed and Dated,134.00cm x 248.00cm,,,1980,Paintings,Oil / Canvas,386,4/4/16,Sotheby's Hong Kong
Zaini,BOATS,0,8060,1,5160,7740,Signed and Dated,117.00cm x 90.00cm,,,1976,Paintings,Oil / Canvas,387,4/4/16,Sotheby's Hong Kong
Rusli,FESTIVAL,0,,0,9030,11610,Signed and Dated,60.00cm x 75.00cm,,,1976,Paintings,Oil / Canvas,388,4/4/16,Sotheby's Hong Kong
Zaini,UNTITLED,0,7740,1,5160,7740,Signed and Dated,94.00cm x 64.00cm,,,1977,Paintings,Oil / Canvas,389,4/4/16,Sotheby's Hong Kong
Raden Basoeki Abdullah,CENDRAWASIH (BIRDS OF PARADISE),0,17740,1,11610,19350,Inscribed and Signed,120.00cm x 80.00cm,,,1976,Paintings,Oil / Canvas,390,4/4/16,Sotheby's Hong Kong
Raden Basoeki Abdullah,LAKE,0,96750,1,51600,77400,Signed and Dated,97.00cm x 240.00cm,,,1952,Paintings,Oil / Canvas,391,4/4/16,Sotheby's Hong Kong
Raden Basoeki Abdullah,NUDE,0,61280,1,18060,28380,Signed,120.00cm x 80.00cm,,,,Paintings,Oil / Canvas,392,4/4/16,Sotheby's Hong Kong
Wahdi Sumanta,LAKE,0,6450,1,5160,7740,Signed and Dated,95.00cm x 145.00cm,,,1978,Paintings,Oil / Canvas,393,4/4/16,Sotheby's Hong Kong
Wahdi Sumanta,MOUNTAIN,0,8870,1,5160,7740,Signed and Dated,132.00cm x 225.00cm,,,1978,Paintings,Oil / Canvas,394,4/4/16,Sotheby's Hong Kong
Wakidi,LANDSCAPE,0,11290,1,9030,11610,Signed and Dated,82.00cm x 147.00cm,,,1969,Paintings,Oil / Canvas,395,4/4/16,Sotheby's Hong Kong
Popo Iskandar,LANDSCAPE,0,,0,10320,19350,Signed and Dated,95.00cm x 100.00cm,,,1974,Paintings,Oil / Canvas,396,4/4/16,Sotheby's Hong Kong
Sindudarsono Sudjojono,MOUNTAIN LANDSCAPE,0,112880,1,77400,103200,Signed and Dated,50.00cm x 80.00cm,,,,Paintings,Oil / Canvas,397,4/4/16,Sotheby's Hong Kong
Ahmad Sadali,VIBRATIONS,0,,0,38700,64500,Signed and Dated,127.00cm x 127.00cm,,,1970,Paintings,Oil / Canvas,398,4/4/16,Sotheby's Hong Kong
Ahmad Sadali,LELEHAN EMAS PADA RELIEF GUNUNGAN (DRIPS OF GOLD UPON THE RELIEF OF A MOUNTAIN),0,56440,1,45150,70950,Signed and Dated,100.00cm x 100.00cm,,,1973,Mixed Media,Mixed Media / Canvas,399,4/4/16,Sotheby's Hong Kong
Ahmad Sadali,UNTITLED,0,72560,1,36120,49020,Signed and Dated,80.00cm x 65.00cm,,,1972,Paintings,Oil / Canvas,400,4/4/16,Sotheby's Hong Kong
Mochtar Apin,SERI SAPUAN KALIGRAFI (SWEEPS OF CALLIGRAPHY SERIES) (8),0,,0,25800,38700,Signed and Dated,,,,,Paintings,Acrylic / Canvas,401,4/4/16,Sotheby's Hong Kong
I Nyoman Gunarsa,DANCERS,0,6450,1,5160,7740,,145.00cm x 145.00cm,,,1997,Paintings,Oil / Board,402,4/4/16,Sotheby's Hong Kong
I Nyoman Gunarsa,BALINESE DANCERS (2),0,,0,2580,3870,Signed and Dated,,,,1994,Works on Paper,Acrylic and watercolor / Paper,403,4/4/16,Sotheby's Hong Kong
Djoko Pekek,PREPARATION,0,,0,11610,19350,Signed and Dated,139.00cm x 117.00cm,,,2000,Paintings,Oil / Canvas,404,4/4/16,Sotheby's Hong Kong
But Mochtar,DANCERS,0,,0,15480,28380,Signed and Dated,60.00cm x 129.00cm,,,1960,Paintings,Oil / Canvas,405,4/4/16,Sotheby's Hong Kong
Shrihadi Soedarsono,DANCERS,0,45150,1,36120,45150,Signed and Dated,130.00cm x 100.00cm,,,1998,Paintings,Oil / Canvas,406,4/4/16,Sotheby's Hong Kong
Kusama Affandi,PENARI LEGONG (LEGONG DANCER),0,,0,180600,283800,Signed and Dated,130.00cm x 96.00cm,,,1975,Paintings,Oil / Canvas,407,4/4/16,Sotheby's Hong Kong
Sindudarsono Sudjojono,PANDAN'S WEDDING BOUQUET,0,64500,1,51600,77400,Signed,60.00cm x 80.00cm,,,1983,Paintings,Oil / Canvas,408,4/4/16,Sotheby's Hong Kong
Arifien Neif,KASIH SAYANG (AFFECTION),0,6450,1,5160,7740,Signed and Dated,73.00cm x 63.00cm,,,1993,Paintings,Oil / Canvas,409,4/4/16,Sotheby's Hong Kong
Haji Widayat,THREE WOMEN WITH ANIMALS IN A LANDSCAPE,0,30640,1,28380,45150,Signed and Dated,110.00cm x 89.00cm,,,1960,Paintings,Oil / Canvas,410,4/4/16,Sotheby's Hong Kong
Shrihadi Soedarsono,HORIZON AND BOATS,0,104810,1,58050,83850,Signed and Dated,94.00cm x 140.00cm,,,1981,Paintings,Oil / Canvas,411,4/4/16,Sotheby's Hong Kong
I Nyoman Gunarsa,DANCERS,0,3225,1,2580,3870,,95.00cm x 95.00cm,,,1997,Paintings,Oil / Canvas,413,4/4/16,Sotheby's Hong Kong
Haji Widayat,ROOSTER I,0,22580,1,12900,19350,Signed and Dated,75.00cm x 97.00cm,,,1991,Paintings,Oil / Canvas,416,4/4/16,Sotheby's Hong Kong
Kusama Affandi,SELF PORTRAIT,0,,0,232200,322500,Signed and Dated,126.00cm x 100.00cm,,,1965,Paintings,Oil / Canvas,417,4/4/16,Sotheby's Hong Kong
Kusama Affandi,BUFFALOES,0,38700,1,20640,25800,Signed and Dated,51.00cm x 57.00cm,,,1983,Paintings,Oil / Canvas,418,4/4/16,Sotheby's Hong Kong
Kusama Affandi,BOATS,0,,0,90300,116100,Signed and Dated,99.00cm x 129.00cm,,,1974,Paintings,Oil / Canvas,419,4/4/16,Sotheby's Hong Kong
Kusama Affandi,SAMPAH MOBIL (SCRAPYARD),0,,0,103200,193500,Signed and Dated,97.00cm x 124.00cm,,,1977,Paintings,Oil / Canvas,420,4/4/16,Sotheby's Hong Kong
Kusama Affandi,NEW ENGLAND SHORE DINNER,0,241880,1,87720,113520,Signed and Dated,102.00cm x 127.00cm,,,1962,Paintings,Oil / Canvas,421,4/4/16,Sotheby's Hong Kong
Rusli,UPACARA BALI (BALINESE FESTIVAL),0,,0,9030,11610,Signed and Dated,90.00cm x 118.00cm,,,1967,Paintings,Oil / Canvas,422,4/4/16,Sotheby's Hong Kong
Djoko Pekek,LADY SMOKING,0,6450,1,5160,7740,Signed and Dated,40.00cm x 35.00cm,,,2001,Paintings,Oil / Canvas,423,4/4/16,Sotheby's Hong Kong
Sudjana Kerton,EMBUN (DEW),0,,0,41280,70950,Signed and Dated,96.00cm x 66.00cm,,,1985,Paintings,Oil / Canvas,424,4/4/16,Sotheby's Hong Kong
Djoko Pekek,WOMAN,0,,0,3870,6450,Signed and Dated,40.00cm x 35.00cm,,,2001,Paintings,Oil / Canvas,425,4/4/16,Sotheby's Hong Kong
Abdul Aziz,PORTRAIT OF A YOUNG GIRL,0,,0,6450,9030,Inscribed and Signed,67.00cm x 53.00cm,,,1968,Paintings,Oil / Canvas,426,4/4/16,Sotheby's Hong Kong
Sudjana Kerton,MARKET,0,64500,1,38700,64500,Signed,81.00cm x 127.00cm,,,,Paintings,Oil / Canvas,427,4/4/16,Sotheby's Hong Kong
Manfong Lee,BALINESE WEAVER,0,335400,1,232200,361200,Inscribed and Signed,61.00cm x 83.00cm,,,1941,Paintings,Oil / Masonite,428,4/4/16,Sotheby's Hong Kong
Haji Widayat,GERHANA MATAHARI DI HUTAN (SOLAR ECLIPSE IN THE FOREST),0,69340,1,61920,87720,Signed and Dated,139.00cm x 206.50cm,,,1985,Paintings,Oil / Canvas,429,4/4/16,Sotheby's Hong Kong
Sudjana Kerton,MENCARI KUTU (PICKING FOR LICE),0,88690,1,58050,87720,Signed and Dated,96.00cm x 66.00cm,,,1985,Paintings,Oil / Canvas,430,4/4/16,Sotheby's Hong Kong
Hendra Gunawan,PENJUAL BUNGA (FLOWER VENDORS),0,,0,154800,283800,Signed,132.00cm x 46.00cm,,,,Paintings,Oil / Canvas,431,4/4/16,Sotheby's Hong Kong
Manfong Lee,DOVES,0,38700,1,28380,45150,Signed,122.00cm x 60.00cm,,,,Paintings,Oil / Board,432,4/4/16,Sotheby's Hong Kong
Manfong Lee,TIGER CUBS,0,,0,51600,77400,Signed,122.00cm x 60.50cm,,,,Paintings,Oil / Board,433,4/4/16,Sotheby's Hong Kong
Manfong Lee,GOLDFISH,0,40310,1,32250,49020,Signed,121.00cm x 61.00cm,,,,Paintings,Oil / Masonite,434,4/4/16,Sotheby's Hong Kong
Manfong Lee,"SCENE OF LIÚ YUÁN, LINGERING GARDEN",0,80630,1,64500,90300,Signed,60.00cm x 60.00cm,,,1956,Paintings,Oil / Masonite,435,4/4/16,Sotheby's Hong Kong
Manfong Lee,BALINESE MAIDENS,0,304440,1,61920,87720,Signed,104.00cm x 51.00cm,,,,Paintings,Oil / Masonite,436,4/4/16,Sotheby's Hong Kong
Atsuko Tanaka,WORK,0,96750,1,38700,64500,Signed and Dated,78.50cm x 55.30cm,,,1976,Works on Paper,Gouache / Paper,701,4/4/16,Sotheby's Hong Kong
Jiro Yoshihara,WORK (DOUBLE-SIDED),0,45150,1,7740,10320,Signed,31.50cm x 40.00cm,,,c. 1949-1952,Mixed Media,Ink and paper collage / Canvas,702,4/4/16,Sotheby's Hong Kong
Jiro Yoshihara,WORK,0,41930,1,19350,28380,Signed,32.60cm x 28.00cm,,,c. 1962,Works on Paper,Ink / Paper,703,4/4/16,Sotheby's Hong Kong
Yayoi Kusama,THE FOOTPRINTS OF YOUTH,0,12900,1,7740,10320,Signed and Dated,27.10cm x 24.00cm,,,1978,Paintings,Gouache and enamel / Paperboard,704,4/4/16,Sotheby's Hong Kong
